col0,col1
8255,8255
2590,2590
2606,7336
9381,9381
7072,7072
241,241
3562,3562
1396,1396
5354,5354
942,5757
4718,4718
3272,3272
1844,7949
3256,3256
1254,1254
2117,8577
2446,2446
3641,3641
8436,8436
3587,3587
7564,7564
3805,5921
3587,3587
7959,7959
5756,5756
4525,4525
6472,6472
796,6349
8218,8218
883,2689
3193,3193
7975,7975
422,422
4249,4249
2919,2919
1778,1778
9918,9918
3384,3384
9814,3254
6436,6436
4378,4828
7865,7865
597,597
4274,4274
4500,5609
743,743
7266,7266
1863,1863
7289,4820
4331,4331
5401,5401
4469,4469
4287,4287
5531,8955
370,370
723,723
8363,8363
7698,7698
3245,3245
2435,2435
5185,7600
802,802
8881,8881
5170,5170
2940,2940
2183,2183
6743,6743
3320,3320
479,479
82,82
9734,9734
3888,3888
1822,1822
567,152
4849,768
3092,3092
1811,1811
1066,1066
45,45
8465,8465
4756,4756
8432,3137
4307,4307
5982,5982
539,539
2009,2009
5506,5506
5070,5070
4784,4784
490,490
4898,8075
5308,5308
7289,7289
5287,5718
2981,350
7922,7922
4100,4100
6697,6247
5572,5572
927,927
5041,5041
8565,8565
2544,2544
1697,1697
4051,4051
6881,6881
3026,3026
1915,1915
3270,7173
6552,6552
3854,6224
2875,3340
4096,6881
532,532
2878,2878
3705,3705
7119,7281
3287,3287
5224,5224
1483,1483
837,837
7312,3079
1626,1626
2874,2874
5903,5903
3248,3248
9293,9293
1370,1370
3440,8756
345,9120
1002,1002
3284,3284
7257,7257
3386,3386
1125,1125
6150,6150
4835,5497
1810,1810
3370,3370
1268,1268
9507,1082
4870,4870
512,512
5050,5050
6073,8312
3759,3759
6775,6775
1943,1943
3396,1213
1679,1679
5874,5874
9248,9248
5080,5080
3068,3068
6891,6891
3528,3528
2447,5066
6551,6551
6565,6565
1941,3526
564,2147
4806,4806
1574,1574
750,750
90,7652
2741,2741
4956,4956
8727,8727
6187,6187
3261,3261
8414,8414
3406,3406
6673,6673
7467,61
4414,4414
9911,9911
3815,3815
3771,3771
5147,5147
6003,1078
6782,6782
4391,1558
364,3520
9709,9709
129,129
4327,2006
3254,2614
6009,6009
2134,2134
6103,6103
4490,4490
1907,1974
662,4896
9618,9618
6891,4994
6147,6147
8157,8157
9153,324
3083,3083
324,3380
6346,6346
3779,3779
6657,7029
524,524
1704,1704
2448,2448
3060,3060
4679,4679
4789,4789
1507,1507
2638,2638
2936,2936
3781,3781
7084,7084
4562,4562
3997,3997
2021,2021
814,814
7773,7773
6413,6413
1895,1895
5390,5390
1873,1873
1561,1561
137,137
2198,2198
5979,5979
5464,5464
896,896
5246,5246
4463,4463
3559,3559
5262,5262
3442,3442
5111,5111
1259,1259
8403,8403
3924,3924
6694,6694
6391,6391
2494,2494
1579,1579
7761,7761
7656,7656
8832,8832
4340,4340
5712,5712
2459,2459
9448,9448
6579,6579
7825,7825
3565,3565
3351,3351
1372,1372
1843,1843
5961,5961
4183,4183
367,367
847,847
3344,8879
4554,4554
5036,5036
7056,7056
743,743
8619,8619
2798,2798
7694,7694
1934,1934
7423,7423
622,622
3011,3011
4083,4083
7425,7125
454,454
470,8982
8330,8330
415,415
5542,5542
4154,4154
9291,9291
3754,3754
7453,6860
5986,6339
6930,5104
5728,5728
3519,4468
947,7633
8704,6551
2651,2651
4531,4531
1556,1556
812,812
6736,6736
1040,4744
264,264
572,572
3861,1671
9308,9308
1451,1451
1461,7061
8090,8090
8678,8678
9574,9574
2561,9610
587,587
4733,4853
8472,5791
3860,3860
8654,8654
8101,312
1612,8555
8892,8892
2917,2917
5802,5802
7065,7065
3168,3168
3759,3759
9040,9040
5008,5008
4670,9047
6917,6917
5811,5811
4020,4020
5154,5154
316,316
484,484
1703,1703
3835,5974
5716,5716
2679,6391
4129,4129
7087,7087
1220,1220
4,9080
6029,6029
3224,3224
2643,2643
4246,4246
6584,6584
3056,3056
1724,1724
4863,4863
4794,4794
6229,6229
2583,2583
8110,8110
9914,9914
8144,8144
2115,2115
2837,2837
7241,7241
3953,3953
4677,4677
4132,4132
5704,5704
3324,3324
6903,6903
9791,9791
5041,2189
461,461
2175,2175
6241,6241
538,538
3330,3330
6228,6228
2235,2235
3274,6064
1541,1541
3859,3859
8303,4983
1517,1517
6542,6542
963,963
3081,3081
2248,2248
5452,5452
4397,4397
6527,6527
3744,728
1512,1512
4750,4750
8569,8569
7194,7194
2580,2580
8211,8211
9307,9307
4652,4652
2788,7327
6994,6994
5286,5286
3741,3741
3443,3443
1042,5201
6819,6819
2479,2479
6036,6036
5166,5166
7526,7526
44,44
6112,6112
931,931
2934,2934
7844,7844
7239,866
6484,6484
1643,1643
3034,3066
1094,1094
6850,6850
55,55
9311,9311
2532,3069
2496,2496
3513,2659
1466,1466
2800,2301
2432,2432
6520,7396
508,8501
171,171
335,335
6425,6425
9125,9125
8536,8536
5465,5465
6149,6149
8242,8242
1393,1393
290,290
2140,2140
3518,3518
5380,1284
1000,1000
361,361
2198,2198
6307,6307
2183,2183
1805,1805
9921,9921
2900,2900
1443,1443
149,149
3272,4768
3745,1385
8797,8797
4108,8369
2830,4678
1523,1523
7558,7558
2817,2817
1304,1304
6126,6126
1162,1162
6082,6082
1141,1141
9295,9295
2748,2748
2659,2659
2562,2562
5395,5395
754,5335
907,5146
1376,1376
9636,3638
9046,9046
8423,8423
2007,2007
4370,576
7857,7857
1297,1297
4746,4746
227,227
3796,9813
6426,6426
6594,6594
1151,4396
8713,8713
6180,7687
2528,2528
9093,9093
5238,5238
59,59
6226,6226
757,757
8333,7958
368,9774
9111,9111
849,424
2508,2508
1027,1027
5145,5145
3278,3278
3978,3978
7274,7274
1951,1951
6892,6892
4028,4028
3477,3477
5589,5589
1020,1020
4615,4615
2980,2980
1526,1526
4052,4052
2183,2183
7961,7961
6726,6726
3252,3252
357,357
448,448
6530,6530
1837,7310
3592,3592
1518,1518
8957,8957
2455,2455
4980,4980
6751,6751
7548,7548
7785,4737
7327,7327
6935,6935
1478,1478
9489,9489
3866,1241
8498,8498
1535,1535
4251,7286
1897,3662
7643,7643
681,681
357,357
6121,6121
9386,9386
4091,4091
6728,6728
284,284
2068,2068
4050,6641
7774,7774
1127,1127
3486,3486
5304,5304
1249,2337
8486,8486
2892,2892
6498,6498
7711,7711
5636,5636
3155,8913
5984,5984
5689,5689
9095,6040
2084,2084
6383,6383
4718,7982
6356,6356
6727,6727
4934,4934
5850,5850
826,826
2116,2116
9324,9324
4684,2223
7767,7767
6985,6985
7734,6582
575,575
5768,9548
276,276
2728,2728
9417,9047
6194,6194
9134,9134
5653,5653
5099,5099
613,613
9342,9342
3071,3071
3839,7462
195,195
891,891
9862,9862
7691,7691
4219,4219
4007,4007
4990,4990
3731,3731
8895,8895
1745,1745
5398,4898
780,780
5099,5099
8203,2839
8301,8301
1080,1080
8204,8204
4454,4871
5042,5042
8903,8903
3373,3373
6197,8220
7965,8675
2373,2373
5122,5122
2325,139
6069,6069
765,765
580,580
6242,2017
4109,4109
3399,3399
7170,6880
1872,1872
5366,5366
6463,6463
1622,1622
6623,6623
3262,3262
5547,5547
304,304
3429,3429
376,376
4452,4452
1406,1406
5663,5663
7698,7698
1426,1426
5799,5799
5850,5850
384,384
5912,7643
136,136
2725,2725
5003,4600
2661,2661
7342,7342
1658,1658
5022,5022
6749,6749
3858,3858
983,983
5403,5403
4446,772
2875,2875
5400,5400
4793,3517
7008,7008
3473,3473
1811,1811
4428,4428
4091,4091
7185,7185
5298,5298
3658,3658
5391,5391
1904,1904
6962,6389
9407,9407
5769,5769
2492,2492
2457,2457
2165,2165
6508,6508
6666,6666
8997,8997
7654,7654
2488,2488
1864,1864
2387,2387
2797,2797
5968,5968
5937,5937
4883,4883
3628,3628
1239,1239
4329,4329
3118,3118
66,66
6548,6548
1057,6547
7020,7020
3828,3828
4259,8923
3217,4041
9264,9264
242,242
5582,5582
407,3225
4641,4641
79,79
6821,6821
4684,4684
6383,6383
9281,9281
2798,2798
2526,2526
4836,4836
4188,4188
9434,9434
8317,8317
1490,1490
362,362
4060,4060
7232,168
6783,6783
6214,1395
920,920
2311,2311
2091,2091
9035,9035
124,124
7477,7477
5450,5450
8944,8944
9575,9575
3597,3597
8879,8879
7207,5303
115,115
2364,2364
1961,1961
1639,1639
4495,8111
944,2507
5226,9013
9346,9346
4848,4848
3723,7144
5162,5162
4536,4536
511,511
3830,3830
1972,2241
9597,9597
4909,4909
9357,5976
7398,7398
2567,2567
5343,2206
3444,3444
4123,4123
7338,7338
6473,6473
2128,2128
2289,2289
5850,1258
8184,8184
4498,4498
1345,1345
3616,3616
6840,6840
4436,4436
211,211
492,492
7653,7653
8111,2598
6060,6060
6571,6571
5057,5057
4699,804
8231,8231
6274,6274
7401,7401
3243,3243
8050,522
1530,1530
5764,5764
8140,814
5490,5490
6470,3257
133,5813
9536,9536
5336,5336
3469,3469
1886,1886
729,729
9363,3357
6868,5281
3612,3612
6102,6102
4683,4683
7560,7560
9086,9086
923,923
6001,6001
1605,1605
4458,4458
2543,1017
2449,9593
2348,2348
3889,3889
2499,2499
2383,2383
5087,5087
9142,9142
1291,1291
684,684
9338,9338
7139,3483
2437,2437
208,208
2232,2232
3779,3779
4198,4198
2819,4286
514,514
8721,8721
8504,8504
3125,7167
5987,5987
8,4557
7848,7848
1741,6168
5931,5931
4082,4082
3207,3207
3922,3922
7343,7343
8058,8058
6860,6860
8350,3128
142,142
3427,3427
6355,6355
9544,9544
6910,6910
1037,1037
8161,8161
6725,5709
159,7856
7210,7210
3096,3096
8114,2684
6304,6304
9098,5581
7128,3953
1855,1855
570,570
1391,1391
2486,2486
9433,9433
4501,4501
2350,2350
4232,4232
4072,4072
1157,1157
7408,4905
4796,4796
4483,4483
4907,4907
857,2377
9240,3354
2545,2545
1812,1812
3466,3466
5444,5444
7807,8165
6588,6588
477,477
2096,2096
2332,2332
4123,4123
8181,8181
8839,1997
1946,1946
8287,5196
78,78
1004,1004
2340,8577
7756,1997
2480,6794
3453,3453
953,953
7341,2338
2980,2980
1773,1773
376,376
1733,1733
2379,2379
3161,3161
2364,6123
1824,9910
4367,4367
1110,1110
8917,7394
1446,4684
7793,7793
574,574
9157,9157
3013,3013
7879,7879
3453,3453
3977,3977
5592,5592
7664,897
5957,5957
8589,3854
7258,7258
7328,7328
7329,7329
6796,6796
7037,7037
9598,9598
1449,1449
2481,2481
7111,4866
416,416
3492,3492
393,393
7696,7696
3747,3747
7613,3938
1624,1624
126,4595
1463,1463
5345,5345
3760,5280
197,197
7019,7019
2558,2558
6570,4256
8111,8111
4895,4895
8066,8066
5003,5003
9189,9189
1321,1321
6970,6970
1248,1248
6020,6020
1059,1059
5428,5428
6257,6257
6879,6879
449,449
3857,3157
6283,6283
501,501
987,987
783,4632
716,716
2936,2936
436,436
5962,3860
8316,8316
1863,1863
6064,6064
8146,8157
497,497
3304,3304
2818,2818
1859,1859
7569,7569
8530,8530
1964,1964
2636,2636
3926,3926
1120,1120
486,486
3061,3061
501,501
3530,3530
9960,9960
7322,7322
7066,8817
1236,1236
4329,4329
1069,3415
2187,2187
4867,4867
8017,8017
5076,5076
9916,9916
2947,2947
366,366
9670,9670
2523,7816
5379,5379
8482,8482
3890,3890
7921,7921
5548,5548
971,971
9485,9485
1873,1873
1019,1019
124,124
5845,5845
3693,3693
5687,5687
5610,5610
1220,1220
4108,4108
8464,8464
1221,1221
5430,390
7875,7875
6359,6359
6260,6260
2817,2817
4115,4115
8384,6432
5778,5778
2840,2840
3871,3871
6586,2825
2107,2107
355,355
9312,9312
3439,3439
8902,9982
8090,3486
1220,1220
9382,9382
415,2450
1710,5571
4300,4300
6428,6428
3979,3979
3670,3670
593,7118
3853,8712
2024,2024
413,413
4080,4080
8723,380
3347,3347
3986,3986
3505,3505
1346,1346
4738,4738
5342,5342
678,678
3546,3546
3569,3569
7532,7532
6307,6307
7813,7813
6743,6743
2529,2529
5307,5307
2864,85
8183,8183
8643,8643
8219,8219
1509,1509
8717,3858
2713,2713
6713,2790
1708,1708
783,783
4130,4130
2039,2039
3666,3666
5108,5108
8820,8820
9489,9489
3792,3792
8522,8522
296,296
6180,6180
2062,2062
1305,1305
3732,3732
5058,5058
5722,5722
5659,5659
3312,1066
1864,1864
1457,1457
6927,6927
655,655
3111,3111
8475,2619
6447,6447
3555,3555
735,735
5887,5887
8377,8377
7382,7382
7793,7793
6214,6214
6274,6274
9528,9528
7297,7297
1548,1548
4019,4019
8212,8212
3949,3949
6861,6861
1437,8497
3242,1850
2057,2057
1547,1547
6542,8515
7045,7045
1393,1393
8558,6066
3001,3001
2776,2776
6707,8008
5863,5546
1805,1805
4253,4253
269,2099
8391,8391
5773,5773
3300,2015
8532,8532
4231,4231
717,717
3042,3042
5338,5338
7756,7756
4390,4390
7615,7615
3792,5294
1236,2780
2420,2420
6833,4313
3966,3966
9786,9786
7986,7986
651,651
4296,4296
1280,1280
4589,4589
4704,1922
868,9357
3910,3721
3736,3736
554,554
8969,8969
3719,3719
5375,5375
7865,3064
6965,6965
8149,8149
7021,7021
6958,6958
5748,5748
4,4
4343,4343
351,351
5793,5793
4226,343
7686,7686
4816,4816
1351,1351
1997,1997
4809,19
9581,9581
301,301
8955,8955
2734,2734
7158,7158
2330,5306
957,9185
817,817
4352,4352
5320,5320
9471,7233
5916,5916
4945,4945
1526,4404
9499,9499
6763,6763
179,179
2531,2531
2150,2150
8081,8081
5515,5515
2760,7261
9545,9545
1707,1707
1509,1509
4082,1630
9719,9719
7474,6724
1020,1020
1744,1744
2145,2145
2961,2961
9132,7772
9890,1694
20,20
2817,2817
3687,3687
7407,7407
2571,2571
5474,5474
5771,7146
8008,8008
7057,1539
7588,7928
9902,9902
7615,7615
7011,7011
9225,9672
8320,8320
602,602
7852,7852
4167,4167
7799,7700
9653,9653
5751,5751
927,927
5523,5523
1444,1444
7459,7459
1829,1829
672,672
1843,1843
1360,1360
908,908
8950,8950
2459,2459
6027,6027
4973,4973
2048,2048
8324,3883
7690,7690
8117,8117
5754,5754
3851,3851
4059,4059
5719,5719
3113,3113
6028,6028
3395,3395
5448,5448
3428,3428
124,124
8925,8925
1539,1539
6346,6346
8067,8067
8540,8540
3378,3378
7485,7485
9763,9763
7849,8049
8239,8239
9003,9003
3056,3056
808,8449
425,425
7380,7380
6425,6425
4124,4124
512,512
2439,2439
1828,1828
8052,8052
8838,8838
4540,1983
5739,5739
2627,2627
5303,5303
5096,5096
7798,4048
3307,3307
4443,4443
1918,1918
4184,4184
4735,4735
5735,5735
2641,2641
4681,4681
1435,1435
2966,2966
6155,6155
3570,3570
961,961
6639,6639
7921,7921
3822,3822
5542,3661
6208,6208
2731,2731
582,582
290,7436
8070,8070
3099,3099
6986,856
8996,8996
6877,6877
7804,7804
1945,1945
6847,6847
3882,3882
6309,6309
7439,7439
5768,5768
4769,8688
1784,1784
6190,1504
8228,8228
2189,2361
3280,394
3056,3056
5158,5158
5023,5023
7315,7315
8578,3871
2747,2747
172,7476
4689,4689
197,197
9461,9461
3634,3634
1435,7540
389,3783
6863,6863
475,475
6538,8787
1911,1911
3387,3387
2776,2776
5355,5355
1667,1667
1346,1346
8878,390
5863,6008
7532,7532
2004,2004
2280,2280
7746,7746
3440,3440
4929,4929
3727,3727
6360,7740
4619,4619
2409,2409
2012,2012
9628,9628
4754,9009
80,80
4999,4999
9445,9445
2466,2466
2635,2635
8584,8584
2743,2743
6398,6398
4455,4455
4428,4428
3093,3093
1226,1226
1251,1251
1758,1758
9178,9178
7786,7786
5118,5118
8846,8846
5568,3789
354,354
1233,839
9780,9780
3298,3298
4519,4519
2151,2151
2719,2719
8814,5617
2705,2705
743,743
5509,3675
9238,7092
7267,7267
2108,2108
2655,2655
5375,7434
2926,2926
3786,3786
2900,2900
5971,5971
7267,7267
1235,1235
2387,2387
621,621
6323,6323
631,61
5582,2985
4130,4130
7675,4523
7656,7656
5872,5872
5291,5291
5332,4566
3818,3818
962,962
89,89
2794,2794
1006,1006
6852,5081
1176,2496
1065,1065
1411,1411
4720,9549
3082,3082
3724,3724
7331,8894
1461,1461
5683,5683
8077,8077
4780,4780
1485,1485
6635,6635
9225,9225
355,355
7268,7268
1678,1678
4107,4107
1026,1026
8730,8730
6895,5428
223,223
5232,5232
1076,1076
1396,2801
7230,3111
6517,6517
6474,5072
3580,3580
9113,9113
5846,5846
6212,4361
2762,2762
1243,1243
8472,8472
764,4506
5225,5225
2971,2971
9286,9286
3561,3561
3204,3204
304,304
9189,8948
6957,6957
6685,6685
1908,1908
6967,6967
2579,2579
8367,8367
4453,4453
8936,8936
1483,1483
4743,4743
7349,7349
3786,3786
2966,2966
4765,4765
4342,4342
9807,9807
5574,9385
2832,2832
7396,7396
8192,8192
2870,5593
8107,8107
7945,7945
1181,1181
4607,3148
2833,2833
4794,4794
1745,1745
5377,5377
5,5
7307,7307
289,2005
4666,4666
497,7296
2072,66
2757,2757
4856,2941
274,274
910,910
7465,7465
2433,2433
9051,6937
5915,5915
117,117
982,982
9096,9096
719,719
6014,6014
4428,4428
7413,7413
6616,6616
7797,9120
733,733
6956,6956
674,5842
7055,7055
9884,9884
3937,2407
7713,7713
4262,4262
2382,2382
2759,2759
1174,1174
5557,5557
2062,2062
9477,9477
6252,6252
1284,1284
4552,4552
2705,2705
4776,4776
7861,7861
4176,4176
6162,6162
3323,4829
128,128
5691,5691
8665,8665
4766,4766
807,807
864,864
5029,5029
5598,5598
2423,2423
9226,9226
9751,9751
3819,3819
7722,7722
6368,6368
7416,7692
904,904
2941,2941
5118,2487
8128,8128
2441,2441
7185,7185
1743,1743
7578,7578
5190,5190
491,491
9973,9973
1085,1085
6443,6443
274,274
802,2539
1499,1499
851,7913
8639,8639
3949,3949
7972,7972
8392,8392
2286,9811
1191,6828
546,546
7994,7994
5671,4438
5100,4
348,348
6243,6243
838,838
6573,6573
2503,2503
5959,6240
5886,5886
8232,8232
4900,4900
6076,6076
412,412
9342,9342
2074,2074
2428,2428
317,317
9214,9214
1869,1869
4047,4047
1768,1768
8312,8312
8500,8500
1421,1421
5495,5495
2536,2536
5399,5999
7845,7845
405,405
1963,9657
8436,8436
4375,4375
171,171
4036,4036
355,355
4287,4287
9319,9319
9465,9465
8232,8232
6579,6579
2436,7694
1264,4849
5751,5751
3131,3131
2836,2836
7867,5911
304,304
8639,8639
173,173
5474,6518
6877,5841
8624,8624
3569,3569
8427,8427
3839,3839
5871,5871
2642,6333
1688,1688
1652,1652
3388,3388
6241,6241
1751,1751
1862,2811
3881,3881
2273,2273
2389,8137
9444,9444
4478,4478
6747,6747
4281,4281
7799,7799
5300,5300
8544,8544
5733,5733
6589,6589
7469,7469
7131,3623
775,5806
2526,2526
4557,4557
4753,4753
7460,7460
1284,1284
5709,5709
3667,3667
2367,2637
746,2446
3140,3140
8071,8071
761,2443
1105,1105
2610,2610
4068,4068
1905,1905
2116,2116
948,948
5604,2781
3148,6121
8324,8324
2867,2867
674,674
254,254
1508,1508
8145,8145
5072,5072
9433,4034
2884,2884
7496,7496
196,196
2660,2660
2915,2915
8633,8633
3939,3939
353,3481
3230,3230
9366,9366
3263,5280
2802,2802
4363,4363
2317,2317
2670,2670
8777,8777
8356,8356
8146,8146
8606,8606
1608,1608
2203,3277
5697,5697
4329,4329
5327,5327
3824,3824
7064,7064
5289,5947
1640,1640
4589,4589
6296,5496
5338,5338
8640,8640
4124,3955
6261,6571
5526,5526
87,87
2714,3209
806,6852
6359,9663
5030,5030
301,301
8427,8427
1560,5803
7546,7546
2271,2271
5606,5606
6752,7432
3917,3998
3925,3925
2340,2340
5114,5458
3502,3502
1161,1161
5021,5021
6970,6970
2059,8381
6218,6218
765,765
297,297
55,55
6645,6645
994,994
6913,6913
1956,1956
8125,7157
8140,8140
2502,2502
6193,6193
4868,4868
3819,3819
4704,4704
1560,1560
1298,1298
731,731
284,5925
8103,8103
344,9775
3352,3352
4452,4452
1744,1744
1774,1774
2210,225
1070,1070
8875,8875
2864,2864
4494,4494
3875,3875
2311,2311
6828,6828
4072,4072
3224,3224
2789,2789
6924,6924
360,360
2239,2239
2677,5143
5188,8177
45,45
6459,6459
460,460
8613,8613
3535,7235
5251,5251
3089,3089
8089,8089
540,540
5879,5879
3414,3414
3126,3126
6765,6765
3378,3378
5288,5288
2975,2975
132,132
3226,3226
967,967
294,294
3710,3066
5706,5706
5772,5772
2300,4045
4217,4217
3518,6960
8606,8606
946,946
590,590
415,415
5052,8360
3897,3897
8897,8897
3284,3284
3077,3077
409,409
8834,8834
3062,6815
7567,7567
767,767
6441,6441
976,976
4443,4443
658,5473
136,136
3344,3344
6008,6008
9260,9260
4964,6251
2343,2343
123,123
5917,5917
8019,8019
5990,5990
667,3896
7045,7045
3610,3610
865,865
5465,5465
5714,6095
7058,7058
3108,3108
9132,9132
3809,3809
6546,6546
4720,8931
1176,1176
736,736
2329,2329
6262,6262
4255,4255
1304,1304
37,37
6742,6742
1085,1085
4474,2788
1560,1560
8065,8065
2387,2387
7345,473
6469,6469
7399,7399
6795,6795
2284,2284
3118,3118
60,4874
9631,9631
2675,2675
7645,1106
4905,4905
2804,2804
7711,7711
7986,514
9102,9102
7337,7337
5662,5662
3758,3758
610,610
3425,3425
1455,3202
8159,8159
1683,1683
9061,9061
983,983
1700,1700
6572,6572
763,763
2280,2280
6574,6574
3403,7552
881,881
1713,1713
1489,1489
1092,1092
4441,4441
9836,9836
1052,1052
2602,2602
3201,3201
225,225
5676,5676
6686,6686
1772,1772
5106,5106
3556,9901
2972,3481
1857,1857
8007,8007
8238,8238
1475,1475
6139,6139
485,485
7823,7823
816,816
892,8936
4406,4406
1451,1451
2749,6504
3275,3275
0,0
7318,4711
692,3766
4247,4247
4327,4327
4024,4024
5857,5857
4159,4159
5664,5664
991,6275
8038,8038
4074,4074
8888,8888
3353,3353
5103,5103
1569,1569
9004,9004
1102,1102
3520,3520
305,305
6894,6894
1062,1062
1728,1728
3024,3024
5506,5506
5644,5644
5776,5776
5973,8732
8123,8340
1668,1668
2875,2875
4139,4139
6198,6198
2790,2790
9355,9355
6965,6965
5997,5997
702,5806
7707,7707
5439,5439
2069,2069
1516,1516
2444,2444
6669,6669
891,891
611,611
6442,6442
5778,5778
2472,2472
6745,6745
5114,5114
8749,8749
1397,2472
6786,6786
9308,9308
1130,1130
6081,6081
7549,7549
3839,3839
119,119
5202,5202
47,6979
4037,4037
3831,3831
1282,1282
5662,5662
479,479
4792,4792
6866,6866
8818,8818
4163,4163
797,797
8388,7126
4639,4311
296,8433
3813,2187
2919,1019
1745,1745
8759,8759
4210,4210
5090,5090
9601,9601
5160,5160
6439,5575
1538,7571
7170,7170
9612,280
5046,5046
2745,3096
4942,4942
9372,9372
4757,4757
8026,8026
867,867
1328,1328
3237,5147
6232,6232
2239,2239
4256,5915
4762,4762
4684,4684
2168,2168
3934,3934
4986,4986
4892,4892
7960,7960
1254,1254
2220,2108
3280,3280
4949,4949
108,108
6355,6355
3087,8969
5772,5772
6222,6222
4110,4110
1366,1366
5621,5621
5840,5840
4378,4378
1628,1628
2101,2101
6480,6480
23,23
165,165
2222,2222
6504,6504
6121,6121
7600,7600
5860,5860
7766,7766
8694,8138
941,3102
5520,1806
5246,8198
1737,1737
3714,66
641,641
7012,7012
5960,5960
737,4175
8610,8610
1438,5953
1341,1341
8547,4323
3196,3196
4084,4084
6449,6449
178,178
6419,6419
8195,8195
8039,8039
3837,3837
1022,6763
5057,5057
898,898
1643,2808
3575,3575
5443,5443
572,572
2237,3225
8946,8946
3745,3745
7571,7571
3904,3904
3495,3495
3689,3689
3771,3771
1470,1470
785,785
3931,3931
5160,5160
3314,9198
6498,6498
5802,5802
939,939
7506,7506
3610,3610
7734,7734
4479,8684
3499,3499
341,341
7529,7529
1102,158
3387,9159
2519,2519
2696,2696
4168,4168
964,964
9329,9329
8924,8924
4740,4740
7599,7599
287,287
3067,4817
3170,3170
7305,7305
5711,5711
23,23
3579,3579
7520,7520
6777,6777
8280,2212
3009,1745
8979,7353
5605,5605
8773,8773
8613,8613
9673,9673
3231,3353
4401,4401
4015,8327
2209,2209
8010,8010
4941,8795
893,5436
8082,8082
4939,2941
13,13
191,191
7929,7929
8472,8472
1408,1408
101,5711
4885,4885
8382,8382
2586,8670
9166,9166
2769,2769
3128,3128
6644,6644
7887,9554
3644,3644
5,5
6532,6532
4684,4684
872,704
8213,7541
4095,1419
4609,4609
3047,3047
5360,8782
6893,6893
3816,3816
2242,2242
4852,4852
7266,4516
1194,1194
303,303
820,820
7708,7708
6082,6082
9447,9447
2033,3366
4420,4420
302,6192
6971,6971
2941,2941
6440,6440
1420,1420
3177,3177
63,63
7533,7533
567,567
9682,9682
995,4102
4185,4185
5994,5994
8407,8407
6075,6075
5985,5985
5919,3218
2009,2009
8836,8836
3937,3937
8605,8605
8747,1274
6163,6163
5296,5296
4489,4489
8373,8373
384,384
1086,7618
1281,1281
5577,5577
7551,7551
9585,9585
7711,7711
518,518
1734,1734
2068,2068
7962,7962
5229,5229
8096,8096
8219,595
5964,6902
5381,5381
2468,2468
4580,4580
1828,1828
9961,9961
4299,4299
3624,3624
2998,2998
9451,6774
8651,8651
3294,1876
8268,8268
1090,5126
2295,2295
6109,6109
4425,4425
7511,7511
6906,8981
6194,6194
2228,5035
2349,2349
9080,9080
9194,8978
4751,4751
8052,8052
2655,2655
7048,3843
2033,2033
4428,4428
6160,6160
4628,4628
4406,6789
6660,2146
4150,4150
7854,7854
7648,7648
6200,6200
5385,5385
536,2280
5890,5890
5348,7064
1039,1039
1896,1896
2160,2160
4956,152
5490,5490
8588,8588
8448,8448
1803,1803
4045,4045
5080,5080
2604,2604
4232,4232
5913,5913
5908,5908
3794,7185
787,787
4381,4381
3265,3265
3637,444
4527,4527
4685,4685
2137,2137
4459,4459
5473,5473
824,824
9909,9909
4303,4303
643,643
932,932
279,279
1259,1259
3199,2485
7187,8661
7513,7513
4690,3378
6788,6788
3228,3228
8265,8265
9985,9985
1273,1273
6033,6033
1209,2463
1448,1448
559,559
7418,7418
1805,1805
6207,6207
4076,4076
1484,1484
7963,3281
7481,7481
5241,8883
2710,2710
408,408
1690,1690
6467,312
2233,2233
9689,5293
7645,7645
5313,5313
7142,7142
9221,9221
6395,6395
3886,3886
4181,4181
5717,5717
6854,6854
5379,5379
5501,5501
6235,6235
185,185
4518,4518
9605,4682
227,227
3234,3234
845,1979
2759,2759
7928,7928
5591,5591
4770,1888
5934,8175
1741,1741
3630,3630
3760,3760
4533,4533
646,4513
9127,9127
8402,1593
4374,4374
9064,9064
4570,4570
6040,4476
969,969
5809,5809
2557,2557
8622,8622
596,596
4073,4073
1063,1063
1932,1932
9003,4096
8712,8712
2903,2903
1951,1951
4401,4401
5827,5827
2297,2297
2224,2224
1554,9844
2027,2027
174,174
2705,2705
639,639
8096,8096
4030,4030
9095,4784
8873,8873
5433,5433
3104,7845
9297,9297
2804,2804
3611,3611
6431,6431
4549,9721
484,1137
572,572
1057,1057
4721,4721
7882,5038
4402,4402
5405,5405
3525,3525
2468,5766
247,4786
1718,1718
4558,4558
631,631
1007,4937
4167,4167
8972,8972
1884,3485
930,930
1868,1868
8340,8340
2069,2069
5361,5361
9133,9133
7604,7604
7735,5222
1864,1864
5405,5405
8424,8424
6862,9820
2480,2480
6580,6580
4931,4931
9158,9158
4726,4726
1614,1614
1228,8431
2842,1718
6308,6308
7780,2130
6118,6118
2553,2553
2265,2265
5944,5944
1597,6550
3492,3230
335,335
7145,7145
2231,2231
9366,9366
3475,3475
1740,1740
1073,1073
1102,8071
8320,8320
835,835
6817,6817
7374,2321
5707,5707
6381,6381
3917,1732
9648,9648
6720,6720
2406,907
450,450
6295,6295
9596,9596
7989,7989
830,830
6592,3068
1037,1037
1961,1961
3059,3709
3673,3673
5019,5019
4841,4841
2023,9746
